FileName,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,Gender,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
11247_10229_000001.wav_3.wav,11,697.5594405594405,0.90885931144344,-0.8093356632582602,390.00000000000006,275.0,555.9114455844574,125.0,1775.0,290.0,1002.5,712.5,0,297,135.3604727801758,-0.3067791363482158,-1.7471717945677052,196.8463373795648,0.0,111.91647871248236,0.0,310.4087091514068,0.0,226.79254287154308,226.79254287154308,-422.14502,116.31347,-23.252258,29.31051,-12.127482,15.475771,0.5857281,-5.493519,-17.140451,-4.8449388,-7.326045,0.43711394,2.6168745,-3.7929754,6.638822,-11.989741,3.9236586,-3.4585044,-6.2744865,-2.2075975
11247_10229_000001.wav_4.wav,11,674.8496503496503,1.4049645769036128,0.4642634696175016,595.0,320.0,488.6461768908397,288.3461538461538,1785.0,320.0,637.5,317.5,0,297,178.69989632582516,-0.9910765646929852,-0.6886472563269548,217.7835872387162,0.0,104.16349761773952,0.0,305.50127147233906,182.1155152400205,236.97200124993685,54.85648600991635,-369.56183,94.615746,-19.530485,53.47908,-16.883934,28.50512,-4.0005794,-7.0538516,-21.386541,-1.3867016,-6.467382,2.1235173,2.0900264,-7.1044097,8.490771,-15.996131,8.6215515,-3.5092392,-7.2046924,-6.5002027
11247_10229_000001.wav_5.wav,11,200.54195804195805,-0.2022513619729267,-1.5777978760277709,230.0,30.000000000000004,142.0416814991097,10.0,380.0,30.000000000000004,330.4807692307692,300.4807692307692,0,297,78.84507303540981,0.7076952670581632,-1.2518316009242034,0.0,0.0,104.57311227116476,0.0,294.24746704571913,0.0,171.7169366919306,171.7169366919306,-496.95132,82.57186,7.0654864,32.907547,-4.3513746,29.49743,6.1145496,-3.936895,-7.258877,-0.17090946,-1.4864753,2.7676528,4.5581274,3.2567902,5.091553,-6.8768187,7.1809263,-1.3029966,-2.0528333,-0.67216337
11247_10229_000001.wav_6.wav,8,664.4690265486726,1.2328741618349357,0.0252361525268765,380.0,15.000000000000002,639.0157964646977,15.000000000000002,2035.0,364.3141592920354,642.5,278.1858407079646,0,197,128.0604498888217,0.0812397018189194,-1.9503675929932305,0.0,0.0,132.0053998979782,0.0,331.8687382723594,0.0,259.8254581685188,259.8254581685188,-415.26956,101.21422,-22.015871,10.656108,-28.461182,27.01456,3.8519654,0.88630235,-14.858637,2.92321,-6.498223,-2.4861813,2.8139725,-5.0117807,7.5439887,-9.298062,5.674215,-4.704346,-1.1475502,-1.678235
11247_10229_000002.wav_0.wav,11,459.02797202797206,2.3988679881731394,4.67091204090134,340.0,315.0,397.520295641268,65.0,1660.0,315.0,385.0,70.0,0,297,185.9632180235401,-1.0768795667148514,-0.5763132020452542,228.2392687168796,0.0,105.76108642334448,0.0,301.5463384986831,198.73699922197224,250.1785473746831,51.44154815271085,-370.0588,94.11277,-16.431948,35.918373,-20.447924,13.161274,0.27706173,-9.013788,-20.048113,-5.957576,-14.53142,-3.5333004,-2.515793,-9.465181,-0.52338797,-16.632235,6.0168595,-9.492907,-6.5542574,-1.7792042
11247_10229_000002.wav_1.wav,11,458.486013986014,2.232984330750981,4.015299410019126,310.0,320.0,418.6248949302784,60.00000000000001,1695.0000000000002,284.1730769230769,457.5,173.3269230769231,0,297,139.818933543889,-0.6111855791005514,-1.5427566108135249,200.1465698319413,0.0,101.42920771771982,0.0,260.79257628496555,0.0,218.33103627184255,218.33103627184255,-369.82733,113.35879,-23.679459,39.329033,-20.792501,23.143923,-8.237731,-4.282087,-19.86635,-5.6270733,-14.7180195,-0.8693087,4.3306894,-7.995907,3.6785188,-15.236595,11.354471,-10.124752,-5.3505154,-2.0392942
11247_10229_000002.wav_2.wav,11,425.5804195804196,0.4039678125900907,-0.6348899912610579,315.0,90.00000000000001,246.15109562195,90.00000000000001,930.0,285.6923076923077,605.0,319.3076923076923,0,297,101.98303698081114,0.5950033876932647,-0.149082688976252,0.0,0.0,115.70148069430677,0.0,594.3240674274257,0.0,221.76959905938963,221.76959905938963,-424.2637,105.12814,-12.041527,29.516918,-13.990622,21.303978,-2.734345,-4.982452,-11.384552,-3.5550363,-8.004768,0.20365706,4.7201233,-1.7959167,3.7929595,-7.632065,9.69178,-7.160846,-3.0929642,0.9305077
11247_10229_000002.wav_3.wav,11,629.0979020979021,0.8768125664289611,-1.0027549976528345,310.0,265.0,459.6969487166481,260.0769230769231,1465.0,277.5,945.0,667.5,0,297,135.71061894309227,-0.6291797200076874,-1.5376006110430849,192.7125573963308,0.0,98.12101053153918,0.0,252.34435909977927,0.0,210.70199735141912,210.70199735141912,-382.96527,104.176155,-14.047321,43.43285,-31.842886,24.65038,-2.114658,-4.8690653,-22.391539,-3.8650167,-10.021219,-2.07794,3.4343877,-6.9439974,5.564883,-12.737735,8.545481,-12.915469,-4.356587,1.7246711
11247_10229_000002.wav_4.wav,2,4771.78813559322,0.0,-2.0,4771.78813559322,305.0,4466.78813559322,305.0,9238.57627118644,2538.39406779661,7005.182203389831,4466.78813559322,0,43,105.35263552117104,1.2409078085830283,0.2123947827399606,0.0,0.0,159.4020023204295,0.0,472.90088535260224,0.0,218.0952462482061,218.0952462482061,-445.92865,55.110382,-16.918768,67.19975,-50.125656,73.53791,-36.793926,27.216589,-21.4434,-7.020425,-6.6875815,0.4943375,23.259327,-11.901825,7.8137846,-11.391835,20.260864,-15.192449,0.3866605,-2.545165
11247_10229_000003.wav_0.wav,11,1283.7517482517485,2.8302468423826124,6.047413761449239,430.0,30.000000000000004,2785.805884744684,30.000000000000004,10080.0,340.0,548.1346153846155,208.13461538461547,0,297,150.59156073025932,-0.1206285338392255,-1.600947164950525,221.42770675891947,0.0,127.72380497479628,0.0,388.9820435728717,0.0,248.63519828800145,248.63519828800145,-359.9161,92.241875,-31.507002,33.399437,-28.247702,19.622498,-12.417125,-2.4065669,-11.976576,-5.110435,-20.716478,-7.903712,5.0047755,-9.586439,4.0638857,-10.510901,6.733605,-5.827048,-5.340378,0.64081466
11247_10229_000003.wav_1.wav,11,458.7027972027972,1.3575531847800335,0.7177127508143966,295.0,325.0,377.4160983146514,10.0,1370.0,270.36538461538464,475.0,204.63461538461536,0,297,131.44224997794603,-0.2146819293404368,-1.6222420634657482,192.03130504510773,0.0,111.00756839276832,0.0,407.7082157702101,0.0,223.84367973395825,223.84367973395825,-365.21298,111.44338,-32.74972,20.895916,-31.687643,24.648155,-5.848091,-5.4968123,-13.103292,-2.0051632,-8.737373,-6.8361034,2.4374287,-6.5387883,3.5513785,-9.02094,6.92469,-4.97588,-5.903358,1.2589666
11247_10229_000003.wav_2.wav,11,570.2797202797202,1.5076867592122705,0.653083647136568,330.00000000000006,30.000000000000004,557.9486772905667,30.000000000000004,1855.0,287.5,482.5,195.0,0,297,129.07803090877573,-0.074955604623304,-1.8660841327224096,205.2895387298037,0.0,120.481120817681,0.0,314.1588173199446,0.0,232.8371269791886,232.8371269791886,-372.20367,107.62504,-36.781654,22.525995,-23.20769,18.150436,-1.0120611,-3.9115365,-7.898231,1.0498754,-16.92659,-7.1284027,2.9274125,-6.050469,4.2176857,-10.500633,4.427185,-4.4950547,-5.5475893,-3.139479
11247_10229_000003.wav_3.wav,11,401.7027972027972,1.8898842628437444,2.5860094748152287,285.0,285.0,430.7514276075423,15.000000000000002,1595.0,232.5,312.5,80.0,0,297,146.26660253459474,0.2962789117161866,0.6825729965774809,201.47497993328884,0.0,115.88384017767014,0.0,596.7640074514433,0.0,217.2049760590304,217.2049760590304,-306.3065,80.25907,0.46563485,21.520699,-10.943707,13.7555895,-2.9241548,-11.309251,-8.428722,-4.023077,-14.023063,-0.48692036,4.04202,-4.5520654,2.5013924,-8.865236,3.795606,-1.9843806,-9.736121,-0.08559253
11247_10229_000003.wav_4.wav,11,318.486013986014,1.563681216922084,2.3952486115276272,288.3461538461538,35.0,285.76082693020425,5.0,1100.0,135.0,385.0,250.0,0,297,87.8811504695331,0.7597647201596723,-0.997851524186967,0.0,0.0,113.47314911814094,0.0,378.3458965111304,0.0,196.94387699370563,196.94387699370563,-453.35468,86.651,19.677824,15.393818,-4.9041715,14.589897,1.2793316,1.6267378,-3.010485,-3.5514143,-8.082003,-5.380806,-0.8683204,-4.746232,-1.9887651,-4.2837977,4.0917473,0.24673174,-1.1943012,0.76888484
11247_10229_000003.wav_5.wav,11,691.2552447552448,0.8848032326406955,-1.0094982767793634,380.0,230.0,550.8215616309806,230.0,1655.0,255.0,1037.5,782.5,0,297,121.83534563930723,0.1534607088629226,-1.509444693431582,165.70933162423856,0.0,117.7567501012062,0.0,424.88425880936495,0.0,220.8311157126523,220.8311157126523,-363.09918,94.09836,-31.70592,25.985521,-16.56552,24.99414,-7.997386,-0.6776622,-7.8279934,-3.731674,-12.945328,-8.076066,0.13282947,-10.434906,2.0763288,-8.457495,3.5073373,-3.7734127,-3.6413922,-0.5933638
11247_10229_000003.wav_6.wav,8,715.8849557522124,1.621334345431885,1.3613137726944702,442.5,295.0,665.4320704879373,235.0,2322.079646017699,281.25,772.5,491.25,0,197,112.49329701017037,-0.0383473870587725,-1.8612775516357856,168.06417581350198,0.0,105.14166430513586,0.0,249.4902821817073,0.0,213.44217344873584,213.44217344873584,-409.33585,125.4373,-27.604628,32.56734,-30.69065,19.19155,-2.206398,-4.509149,-12.543713,-4.2490773,-12.243927,-8.894461,1.6856877,-2.5166304,2.0030427,-9.581599,8.838822,-5.0043726,-4.40681,1.1236995
11247_10229_000004.wav_0.wav,11,485.8006993006993,2.7758797226597705,5.871361952336054,295.0,295.0,658.7070499298363,90.00000000000001,2555.0,255.0,351.9038461538462,96.9038461538462,0,297,135.3421341709961,-0.286847921072868,-1.6961019974325264,186.67768092545515,0.0,110.83533004806525,0.0,287.0640507762654,0.0,232.8064440279961,232.8064440279961,-382.1482,112.233116,-22.216562,20.014215,-11.097118,21.170662,1.3602978,-6.9642315,-8.746704,1.215363,-11.883,-0.6268851,2.687762,-3.845085,1.1555231,-13.328253,5.2482224,-8.420459,-5.3402467,-1.854523
11247_10229_000004.wav_1.wav,11,1254.7307692307693,2.6120465427894075,5.248945691768366,350.0,195.00000000000003,2248.701301425756,195.00000000000003,8190.0,288.5192307692308,922.5,633.9807692307693,0,297,134.95829625041532,-0.2998783633102316,-1.7923716868828392,202.0035412879729,0.0,112.8477000203296,0.0,315.255886514155,0.0,233.73137497497007,233.73137497497007,-392.87537,92.435104,-17.223019,27.958782,-24.27913,33.402195,-9.469606,-2.0197444,-14.186699,-1.4732157,-7.5085773,-3.9210525,6.0946565,-4.872419,4.7201195,-12.531044,6.3293505,-9.348624,-6.7141714,-4.704166
11247_10229_000004.wav_2.wav,11,1004.374125874126,2.8426413799625907,6.08848054112979,290.0,270.0,2197.1187508407697,235.0,7950.0,270.0,377.5,107.5,0,297,153.4319495932499,-0.3071800081031009,-1.424400937569296,194.32343189294247,0.0,115.2079532132055,0.0,336.6860792723322,0.0,248.66248719396535,248.66248719396535,-370.3764,99.14148,-22.449429,30.261293,-29.819317,18.555628,2.4676123,-8.081898,-15.250285,-7.877246,-18.131073,-2.4557073,0.107493736,-9.769354,3.8494208,-13.881861,3.5625558,-10.7944565,-7.402185,-0.0004333496
11247_10229_000004.wav_3.wav,11,444.49650349650346,2.01757043979315,3.3731086327322606,305.0,90.00000000000001,387.701515546716,90.00000000000001,1560.0000000000002,282.5,487.2307692307692,204.73076923076923,0,297,141.79577332815305,-0.3508854097860998,-1.6370112459654416,205.9536523185974,0.0,112.197037901629,0.0,301.3817067273958,0.0,223.1646635974813,223.1646635974813,-389.30276,101.629684,-23.6412,27.053837,-15.356455,18.093287,8.390774,-5.252076,-11.441292,-6.103009,-7.610889,4.9143047,1.7860138,-2.22791,3.042113,-10.851702,6.231334,-6.7738905,-2.8835166,3.035222
11247_10229_000004.wav_4.wav,11,608.2552447552448,1.709861528393376,1.2956506310428164,380.0,260.0,550.6281102836243,260.0,1995.8076923076924,297.5,497.5,200.0,0,297,154.67858017565106,-0.5447304719574345,-1.3775838658047743,204.09713039952837,0.0,109.87916794043718,0.0,304.29130791681825,0.0,224.7314956254436,224.7314956254436,-355.24063,114.991425,-35.456394,23.60465,-27.516975,24.721378,-7.1332264,-9.329875,-15.478874,-5.089822,-14.06838,0.5557918,0.7140152,-8.002577,5.193915,-14.49317,7.528611,-10.249797,-7.321123,-4.9313617
11247_10229_000004.wav_5.wav,11,736.083916083916,0.8832778832131346,-0.6441056263935208,605.0,605.0,487.4539968965483,270.0,1740.0000000000002,305.0,1002.5,697.5000000000001,0,297,160.26107827988926,-0.9364927270756352,-1.0061784439288932,213.1558513436714,0.0,99.42088298396182,0.0,255.9829837712876,0.0,225.697649882894,225.697649882894,-376.80075,103.25464,-21.554394,42.221348,-17.783264,11.515168,-0.6347065,-11.674502,-20.648764,-10.616178,-14.657341,1.0416222,-2.0208876,-4.47128,6.2485065,-13.397063,7.4559236,-9.352864,-8.457625,-3.1839252
11247_10229_000004.wav_6.wav,6,261.00877192982455,0.7575136368435809,-0.2418791050112374,257.5,35.0,179.17158403353093,35.0,605.0,145.78947368421052,291.25,145.46052631578948,0,136,104.8660817842352,-0.0269799227652199,-1.8763716797617995,125.56708694630242,0.0,98.58343386148306,0.0,245.76886388233916,0.0,204.53903524930485,204.53903524930485,-447.3089,100.77548,-7.3010283,39.25266,-29.785063,24.81492,4.532728,-9.748099,-16.865211,-2.8436308,-9.327315,-0.6176777,2.5221946,-5.663735,5.6162515,-10.223565,5.3159194,-10.732472,-6.1306286,1.5920234
11247_10229_000005.wav_0.wav,11,367.6293706293706,0.0205384772937389,-1.0767459659560643,300.0,300.0,181.69301770371573,33.92307692307692,615.0,252.5,572.5,320.0,0,297,134.91975933343167,-0.6073208764788918,-1.518360696316126,186.1169886907396,0.0,97.43332123093536,0.0,255.31002821398783,0.0,210.60739371975603,210.60739371975603,-408.99466,107.71895,-28.987043,43.607853,-22.88318,27.25439,-7.9798293,-14.494397,-21.745298,-3.3083344,-8.991288,-1.6543198,0.23230802,-1.5844727,7.4444,-17.469421,8.686592,-7.7781157,-6.0776463,-5.1093416
11247_10229_000005.wav_1.wav,11,531.4790209790209,-0.4493541575019587,-1.5632284324156256,610.0,300.0,155.6272696494283,300.0,715.0,352.5,647.5,295.0,0,297,173.5737032552367,-1.0956259887316089,-0.6692770741882952,223.74222361323783,0.0,100.31729206879947,0.0,280.6974854591847,182.91694573317136,233.90864184596617,50.99169611279481,-372.56522,103.28476,-20.405773,34.53721,-27.577223,16.493393,-13.388838,-10.282169,-23.324076,-14.716424,-13.289087,3.071154,-3.8902533,-9.7054615,8.557923,-15.601527,5.9069624,-6.3552313,-5.075481,-5.682622
11247_10229_000005.wav_2.wav,11,450.3636363636364,2.6651124369469743,5.419100797398329,290.0,235.0,462.7275406321782,235.0,1885.0,272.5,302.0,29.5,0,297,137.33042935294404,0.2731180034931281,0.9971526511646868,181.629368191294,0.0,109.00946734193276,0.0,569.9467876709116,0.0,210.93430561323012,210.93430561323012,-410.1271,119.76142,-29.105274,19.085297,-17.026926,20.235308,9.71362,-17.060411,-13.714057,-1.5290583,-11.7321,3.9288104,-4.886475,-2.3634465,4.8140693,-15.80212,6.4498367,-7.041594,-5.7638073,-4.1859074
11247_10229_000005.wav_3.wav,11,528.486013986014,1.8921659511099895,2.883735186851638,380.0,265.0,342.5434766925468,265.0,1495.0,294.1730769230769,605.0,310.8269230769231,0,297,187.20499735333144,-1.4862024368579076,0.784415516268008,213.811391103156,0.0,86.54164708462656,0.0,306.90972497451463,196.15164828095556,227.986381792062,31.834733511106435,-368.50168,111.83127,-29.335411,40.722897,-26.645699,21.783033,-6.529038,-8.206975,-19.695742,-8.59273,-10.742982,1.8018539,-0.70465255,-4.5802855,6.4333854,-16.70168,11.887767,-6.420263,-6.3508835,-1.9515326
11247_10229_000005.wav_4.wav,11,391.8146853146853,1.537339988968905,1.870399649963636,325.0,30.000000000000004,342.4772373467186,30.000000000000004,1305.0,215.0,474.9807692307693,259.9807692307693,0,297,110.34980318131848,0.0944627722333538,-1.8977546803824965,0.0,0.0,112.54496177568856,0.0,275.2983466937898,0.0,230.1013201814241,230.1013201814241,-429.20337,91.61472,-8.742145,41.963745,-7.914603,16.959415,4.75867,-3.803101,-11.615275,-2.4135036,-5.2326784,2.2098813,-0.32427806,-2.2080548,8.394058,-7.542856,7.035953,-5.1262555,-5.788491,-1.0142205
11247_10229_000005.wav_5.wav,11,348.6643356643357,1.6297848038052083,2.4728117214270924,335.0,295.0,104.15363580939226,230.0,635.0,295.0,382.5,87.5,0,297,162.8242353459002,-0.6170690578873635,-1.316823072466865,214.5678044613004,0.0,111.26341414385205,0.0,303.3915547556431,0.0,245.19648303437256,245.19648303437256,-382.61887,76.2828,-6.4950485,36.62452,-11.981769,16.046768,-7.1483846,-11.035404,-19.373922,-5.648751,-10.452369,-5.0413704,-0.5060212,-5.141611,1.4186797,-12.393401,6.5917845,-7.4222894,-11.180879,-6.4738684
11247_10229_000005.wav_6.wav,8,714.5298672566372,1.1145625778042068,-0.3528823881156784,490.0,275.0,519.0881839810995,275.0,1775.0,347.179203539823,815.0,467.820796460177,0,197,189.73143780529443,-1.5229256361911327,0.8330528587347765,214.9772568112361,0.0,86.87742904008886,0.0,282.1576590902355,197.1676590848421,243.39862897965057,46.23096989480851,-361.81702,135.67172,-35.375397,13.87202,-23.016073,16.090761,0.725747,-21.190268,-16.532656,-2.9698663,-16.320776,-3.6013896,-1.8181293,-2.4222023,0.7953298,-14.377126,8.760167,-9.347897,-9.372232,-2.9144485
11247_10229_000006.wav_0.wav,11,1202.8461538461538,2.490319254478846,4.820085453882436,320.0,11.307692307692308,1986.279077156764,11.307692307692308,7245.0,255.0,1152.5,897.5,0,297,107.87909234321631,-0.0108965864738673,-1.911647717804946,155.0917538038662,0.0,104.46053780028568,0.0,270.73024493963266,0.0,209.92201241839035,209.92201241839035,-388.34863,113.41724,-21.019255,19.10422,-26.592876,22.558992,2.4367733,0.5325757,-15.083807,-9.678254,-9.223053,-1.9592826,-0.1671578,-10.141255,9.008631,-4.261269,3.0046735,-4.5535474,-3.5374556,-2.1760159
11247_10229_000006.wav_1.wav,11,544.9790209790209,1.113938644721888,0.053366845028385,380.0,380.0,432.785179268191,10.0,1485.0,282.5,647.3846153846155,364.8846153846155,0,297,175.45774036695136,-0.8828869993838646,-0.746592887897128,214.3762209994129,0.0,102.2233428616455,0.0,322.8492681458618,160.5063460712899,253.92734886113607,93.42100278984624,-344.23062,119.36167,-31.99013,8.80565,-18.315037,10.017223,1.092243,-4.9139934,-15.771173,-7.6510897,-13.487388,-6.796218,-3.8666186,-11.822662,2.7027528,-7.1489577,2.1207988,-6.4689465,-8.337877,-4.443996
11247_10229_000006.wav_2.wav,11,409.3146853146853,1.608226514338313,2.2673753109342263,305.0,10.0,305.8132755444767,10.0,1240.0,256.2307692307692,472.5,216.2692307692308,0,297,136.0491233537205,-0.395281040324223,-1.660707109278356,196.637504453082,0.0,106.8403276028984,0.0,283.8347827126506,0.0,221.5969072299523,221.5969072299523,-380.13388,126.35083,-23.999136,17.390942,-13.17221,10.158006,3.2569897,-7.7430573,-19.100769,-9.084221,-15.371282,-3.8589725,-2.1190412,-13.58544,2.7849762,-7.417405,0.50745094,-4.2147675,-6.013484,-2.655081
11247_10229_000006.wav_3.wav,11,315.75174825174827,0.0007384647956529,-1.6946513512232055,290.0,10.0,258.25169499468296,10.0,620.0,24.134615384615387,607.5,583.3653846153846,0,297,83.11553043979404,0.783222130151083,-0.1776688146663234,0.0,0.0,105.79781747084368,0.0,547.594140615717,0.0,201.7588688052103,201.7588688052103,-423.66568,67.95711,5.1055284,34.994045,-12.892606,25.914104,-9.697343,7.625696,-13.052199,-9.8186865,-6.214058,1.352441,4.4499474,-6.853047,10.462636,0.8643543,7.870088,-6.9292808,-2.6358426,-0.4542194
11247_10229_000006.wav_4.wav,11,788.8741258741259,0.528227549215448,-1.5742124194237808,445.0,345.00000000000006,533.579629839838,240.00000000000003,1565.0000000000002,350.0,1396.3076923076924,1046.3076923076924,0,297,180.19257958257637,-0.7834683344364428,-0.967456522694528,223.78240401309893,0.0,111.98714444294984,0.0,327.90609143797496,0.0,253.0427473425259,253.0427473425259,-318.92844,101.24247,-38.53309,25.415245,-29.66914,25.414557,-8.249459,-3.249871,-23.131142,-5.9912605,-16.282545,-6.668299,-0.937536,-17.771233,8.783205,-9.672275,2.8801782,-9.552391,-5.1755867,-4.0403247
11247_10229_000006.wav_5.wav,11,462.1748251748252,1.6323197783352412,2.392075131726401,300.0,600.0,404.0408975551347,30.000000000000004,1570.0000000000002,265.0,600.0,335.0,0,297,108.21878119130604,-0.018252743061495,-1.890434686653868,95.5603462780056,0.0,102.69276620624106,0.0,251.8555000222472,0.0,208.9045792829916,208.9045792829916,-390.27884,87.43714,-14.942181,51.952034,-19.372934,27.23334,-3.2213287,2.7278016,-18.55651,-9.671616,-14.977782,-4.051533,1.8140622,-10.874887,11.282719,-3.506379,6.1662664,-9.613146,-2.2334828,-0.7370472
