FileName,nobs_pitch,mean_pitch,skew_pitch,kurtosis_pitch,median_pitch,mode_pitch,std_pitch,low_pitch,peak_pitch,q25_pitch,q75_pitch,iqr_pitch,Gender,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
common_voice_pt_22462978.wav,311,53.67184237473855,0.470496597079004,-1.7115837628273582,0.0,0.0,66.57411701395162,0.0,162.58491918800536,0.0,132.46117695931505,132.46117695931505,1,-400.60748,89.92933,-7.359087,34.158497,-6.11276,0.5040702,6.5858707,5.0760245,-6.6546087,-2.995432,-2.546997,-7.8148327,-1.5935901,-0.70589405,-2.8595414,-0.3920843,-2.6883545,0.031216845,-2.5795274,-5.849893
common_voice_pt_20523719.wav,383,36.556910636744014,0.6832236341581833,-1.4297180004055825,0.0,0.0,49.89468165282833,0.0,126.24458555524949,0.0,94.61760431702356,94.61760431702356,1,-328.2626,109.94931,-10.813633,7.415653,8.181981,11.499551,5.2652545,2.1272879,4.9505873,5.955188,-6.820945,-3.125009,7.3275156,-3.6051545,2.6564898,6.23257,0.78235227,-2.119892,1.3150579,0.9500432
common_voice_pt_20405698.wav,635,88.33167208404285,0.1528749167293441,-0.7464225340244628,125.4461875216778,0.0,79.73332103163156,0.0,430.3743627080082,0.0,143.2241284216148,143.2241284216148,1,-375.07285,124.671135,17.469915,34.4835,-20.680344,-18.311377,-12.441745,7.229598,-1.2968892,-3.9548535,-15.3489895,-13.900789,1.5375198,-8.832947,5.508894,-0.9410711,0.6484832,-2.1068742,-3.613188,0.7138774
common_voice_pt_22435336.wav,287,45.1410332452004,0.5702323170875415,-1.5826355369580325,0.0,0.0,58.43398974538624,0.0,146.96784903995783,0.0,115.68621840014964,115.68621840014964,1,-335.30112,55.24272,6.1577206,19.52101,12.868778,-7.0996423,-13.417832,7.8259115,-18.540224,8.693188,-7.5320764,-2.9627125,5.1204944,-8.517505,-2.1237168,6.212727,-7.0355616,5.2757387,-0.19307964,-6.8383107
common_voice_pt_19455684.wav,431,48.55932629122866,2.193231938204254,9.148532391291363,0.0,0.0,75.26543437949121,0.0,530.7042414867306,0.0,109.17655908997956,109.17655908997956,1,-375.47516,76.60943,-46.36406,54.245213,-18.015493,-6.953865,-10.334748,-16.959604,-16.116543,-12.320606,-9.595216,-9.485869,-0.43921798,-10.199427,0.19878826,-5.840792,-2.6519182,-3.905738,-4.7198925,5.543735
common_voice_pt_19377347.wav,625,68.56500599223165,-0.0011052040261421,-1.7866497384749442,103.50105864214126,0.0,65.26302938869024,0.0,192.3444953586295,0.0,128.4512705815365,128.4512705815365,1,-284.83188,122.34352,-41.247997,35.579346,-0.9581407,-7.3963475,-18.524998,-7.168533,-18.576471,-6.2355328,-8.102773,-21.055223,-8.293727,-9.425463,4.4824257,-6.5332317,-8.33958,1.6738962,-4.369874,-9.139158
common_voice_pt_22400780.wav,285,39.12454988917549,0.5681303133767533,-1.631631769433065,0.0,0.0,51.18094682539537,0.0,125.90971844328293,0.0,103.98874523187138,103.98874523187138,1,-356.74298,86.8424,0.6848481,2.7092152,-4.8892236,-5.3492627,-6.423955,-2.2927074,-8.944893,1.826071,-8.113654,-4.127208,4.839758,-1.4189196,-4.3228593,3.714522,-5.8238497,0.75017256,-0.78842384,-5.2971063
common_voice_pt_22716144.wav,486,60.6694628770979,0.784311616588309,2.3500693172914966,97.55935462161642,0.0,60.74347855011688,0.0,367.4734507677476,0.0,108.2141550776851,108.2141550776851,1,-275.56912,89.33836,35.496662,23.226276,12.951827,3.4167397,-19.336847,0.17960043,-16.348475,-4.1145024,-4.002598,-6.4958262,-2.2280707,-9.790957,-2.860852,11.066128,-11.867111,-2.822614,-2.9593327,-2.326406
common_voice_pt_20078559.wav,429,50.68220549958528,1.0913891232748714,-0.2297008154298314,0.0,0.0,76.64129345925214,0.0,267.14816169938155,0.0,123.43584441138422,123.43584441138422,1,-368.5281,92.05193,-14.015769,23.766607,5.4366364,30.620441,-4.9436226,6.836175,-4.6389585,-3.950395,-1.2233365,-8.505795,0.4556636,-6.055889,0.61344844,-2.6676202,-5.2859654,-6.4171443,-4.29693,-4.499442
common_voice_pt_20496824.wav,234,55.1357399595899,0.5519860725293609,-1.545430092597932,0.0,0.0,70.15071078394638,0.0,213.50239686069895,0.0,136.52040745597247,136.52040745597247,1,-398.71518,98.615974,0.80022895,43.78461,-22.494278,-8.380227,-9.488514,9.005109,4.4372725,-2.108879,-16.14382,-8.465438,4.6740103,-4.712751,9.1140375,-2.3798356,-0.4075211,-3.185941,-8.179058,-2.6559594
common_voice_pt_20437203.wav,282,34.148897017658165,1.216550232073882,-0.447244805733618,0.0,0.0,59.88260495092567,0.0,160.8729815595963,0.0,0.0,0.0,1,-432.13602,45.56546,-13.26067,21.317638,-11.369758,3.245742,-5.657209,-1.9546177,-8.028519,-9.357107,5.0016165,-8.646895,-0.33955926,0.35480982,-1.3031073,-1.3757206,-2.443918,-0.49310663,-2.2792895,-2.715356
common_voice_pt_20852160.wav,352,32.66041819956336,1.002077483857342,-0.6974855345805491,0.0,0.0,49.85220096548152,0.0,157.4255949781384,0.0,85.03988938981051,85.03988938981051,1,-466.7311,85.11459,-15.801208,10.274016,5.75689,9.103259,-0.53709817,-12.225678,0.61191726,-1.731112,0.020741181,1.042496,3.1754472,-1.3424349,-2.7198713,6.894279,0.9317939,-2.9223425,0.7299938,0.7100415
common_voice_pt_22463085.wav,234,54.537080649893056,0.3228425535314231,-1.8353360706562951,0.0,0.0,62.84417131132614,0.0,149.7108680074671,0.0,125.762553195489,125.762553195489,1,-364.01825,88.67919,-27.322683,46.146233,8.145238,-5.273556,-2.062748,-0.93755275,-10.150641,-1.1327718,2.968959,-2.907898,2.2879598,-2.872512,-4.1223984,-1.8686837,-5.7890472,-2.4690802,-0.71872777,-3.5660312
common_voice_pt_19540423.wav,378,50.91563809721746,0.4293572915908988,-1.745750451519668,0.0,0.0,61.94202625865815,0.0,150.88078335452985,0.0,120.04547781347075,120.04547781347075,1,-344.88824,62.113163,-30.360003,46.72423,-12.379806,6.5940394,-17.1828,-7.923317,-6.1302795,-3.709128,3.0584342,-6.5144353,-4.661941,-8.75441,3.971056,-5.755099,-2.212878,-4.8331423,-6.535759,-0.9196638
common_voice_pt_19547876.wav,354,34.777913038144504,0.9888108976839224,-0.904068628019374,0.0,0.0,54.810338150606285,0.0,160.91873865622742,0.0,107.26906166683314,107.26906166683314,1,-403.58658,51.17904,-9.03718,46.32153,-11.019364,0.0067183957,-11.125186,1.9904099,-7.639532,-13.539887,-5.9326315,-8.365092,1.740622,-11.478896,-2.0909586,-0.977865,-2.9729903,0.020344544,-0.7380632,-1.7836258
common_voice_pt_20523677.wav,287,40.55940363444832,0.772240822806816,-1.1601456007141302,0.0,0.0,55.65542582701902,0.0,156.28458219874864,0.0,91.13640705166142,91.13640705166142,1,-318.5221,106.68986,-12.58538,-5.025784,7.065336,13.395092,0.6479155,-3.837793,-1.805471,4.572305,-0.4467742,0.9115169,11.890127,-1.983889,1.9523374,8.32582,0.42585352,2.0362685,-1.2261896,-1.1738695
common_voice_pt_19798253.wav,587,82.32336988979345,1.7051720106887518,6.486169834593731,101.7281013888125,0.0,89.80688702265844,0.0,585.8564534122208,0.0,135.61439187568772,135.61439187568772,1,-280.63974,107.17106,13.001794,25.684212,10.753721,7.0045066,-2.555708,-3.9676025,-4.190535,-1.8807523,-7.529773,1.689871,3.289665,-4.992806,0.17246225,6.0213304,-6.299478,2.7690163,-1.2107564,-0.26213002
common_voice_pt_20347237.wav,659,88.23697824736963,1.9588285883873309,6.446782237551334,113.88253173072808,0.0,97.134931119529,0.0,585.8120318892965,0.0,124.51376429521598,124.51376429521598,1,-288.21936,135.22467,13.5763,35.121063,-31.62585,-6.541154,-15.894767,-1.2779628,-7.071771,-6.1227007,-6.180154,-1.2056987,6.8368473,-14.5031395,-1.596267,-2.5630028,-7.3646574,-7.422237,-2.7533445,-2.8288865
common_voice_pt_19379825.wav,405,61.15521271678928,0.1611764324569815,-1.8376555379746924,0.0,0.0,64.32406746491927,0.0,176.2155279701501,0.0,124.47606206039642,124.47606206039642,1,-321.5293,123.83308,-31.177687,23.096937,-2.661733,-9.680059,-14.871607,-12.114871,-25.979975,-10.656208,-2.4393017,-3.0622804,2.1455042,-16.01132,-2.325109,-5.822372,-11.773174,-3.3320646,-7.4581265,-1.4357349
common_voice_pt_19347166.wav,378,45.15901232342519,0.7854324744401578,-1.2637624393496307,0.0,0.0,64.62491602391358,0.0,177.5894044175607,0.0,123.30599573310283,123.30599573310283,1,-261.77588,111.966064,2.6549096,20.857183,6.4317265,4.8176126,-2.0030947,-5.4717956,-5.399312,-2.769735,-1.0008403,0.14595644,-1.1997889,-4.6307235,-0.54524267,4.259097,-6.3698754,-0.26728517,-0.05594296,-0.8518437
common_voice_pt_19797941.wav,640,94.28783840193864,0.2993552091836988,-1.0606115061514294,111.51703846545328,0.0,93.435446292824,0.0,390.06551071973655,0.0,172.6400607165324,172.6400607165324,1,-520.9252,76.61762,3.409185,24.393755,-1.7247914,-10.342473,-6.9597554,-2.0631213,2.8997595,-7.3073273,-6.7109184,-2.025411,-6.329457,-3.6183453,0.455808,-6.548598,-2.47089,-2.3878205,-6.0102243,-1.6825421
common_voice_pt_21346093.wav,335,63.15956811558585,0.1176680667034064,-1.828474446983896,0.0,0.0,64.50987015877185,0.0,184.07829700310452,0.0,124.77649863139474,124.77649863139474,1,-379.35284,99.735085,-4.1189637,35.542763,-0.41140184,31.326313,-11.244886,7.3389573,-7.102668,-9.660059,-6.51999,-17.60276,1.4511982,-10.347648,0.005791808,-6.923589,0.7797035,-4.6209054,-8.169179,1.0110404
common_voice_pt_20557445.wav,472,64.02364789751141,0.7031204796997719,-0.9841652294430888,0.0,0.0,80.98603348581541,0.0,322.0264518610277,0.0,144.48795224397668,144.48795224397668,1,-311.2477,128.07571,-1.298058,1.2617339,5.0790534,-4.549954,1.6473471,14.038196,-12.852649,-11.005193,7.022861,0.5122692,-3.7930129,3.3176768,-5.053938,1.1394522,0.31173423,4.9597583,-4.4487295,1.8492298
common_voice_pt_22435296.wav,630,54.26650072516732,-0.0422438119061945,-1.9250393385788287,90.28893074544668,0.0,52.19626719239836,0.0,138.9581870250065,0.0,102.94840257553768,102.94840257553768,1,-249.29315,63.561985,34.278088,33.9558,20.272533,-7.4668055,-16.29528,5.7205396,-20.40169,10.106022,-13.466264,-3.5394006,-1.3754551,-3.570244,-4.590221,8.638394,-10.7453785,10.221808,-5.9016294,-5.426156
common_voice_pt_20523858.wav,371,63.909646339351575,2.7864334702894267,8.625212422429287,0.0,0.0,104.2355696421774,0.0,510.0793606616373,0.0,103.41938866559607,103.41938866559607,1,-325.73605,141.82715,-9.270347,6.3417835,10.837968,7.583121,6.7557206,-4.760628,0.06676605,14.1782675,-3.9788623,1.7376767,6.4512734,-0.30593646,5.6511116,8.086997,3.3664467,-1.7997531,0.11306377,2.3801184
common_voice_pt_19482051.wav,407,69.94637843934179,0.7557512344558492,0.0852759072022446,0.0,0.0,77.90167523328049,0.0,355.1667353749996,0.0,129.9384071390263,129.9384071390263,1,-326.93323,78.44881,-23.39947,38.98345,-6.4034667,-3.4468708,-8.706212,-10.762948,-10.116185,-6.4668746,-10.354581,-8.185409,-1.8303044,-10.787521,3.0016856,-5.1585407,-5.84985,2.7508428,-3.3894753,-5.019645
common_voice_pt_22435056.wav,460,53.28364833493533,0.0358742118190127,-1.9442563253822192,83.99494492584205,0.0,53.46632737351524,0.0,122.58086060219748,0.0,108.13980024954856,108.13980024954856,1,-314.7753,79.954185,23.11552,29.688667,26.422886,-2.050674,-15.502441,8.384885,-20.75687,4.791616,-7.815508,-4.8207283,6.610942,-3.8489676,-7.321912,4.946211,-8.488636,4.482161,-0.59106517,-6.925991
common_voice_pt_20064340.wav,357,63.29595782325752,0.0378741279165223,-1.7693207931053998,96.9180175605949,0.0,60.98149278734596,0.0,156.44322840317523,0.0,115.2665058030766,115.2665058030766,1,-310.2795,93.11068,19.002882,20.605484,30.072403,13.413887,12.55102,1.7290391,-17.349585,-3.6758666,-10.223559,-1.716737,-7.2034926,4.6516647,-0.25927106,6.811597,1.934271,-6.013452,1.1716046,-0.51530224
common_voice_pt_19753632.wav,534,65.80172432442276,-0.0321091167884022,-1.8598414594100967,101.14587147597206,0.0,62.69546454013816,0.0,174.5163797520592,0.0,123.11416750327226,123.11416750327226,1,-298.589,109.72249,-22.859636,43.0807,-2.1840384,-8.826601,2.2412057,4.057634,-13.365005,-0.2768978,-3.71578,-9.8502445,0.5084176,-7.63556,-2.527709,-3.5544863,-8.420431,-0.23909941,-3.8402548,-2.0562944
common_voice_pt_21737228.wav,335,48.160256919748925,1.1721531275899435,-0.2773460499416571,0.0,0.0,78.90738640671911,0.0,257.2282774313479,0.0,123.6896699977799,123.6896699977799,1,-393.39886,52.966133,17.885923,28.134007,7.634508,3.9418933,0.3284444,-4.083173,1.1730958,-4.1206923,-7.6850863,3.3507648,-4.686973,0.47371334,-2.39544,-1.1813109,-5.7019486,-0.94337904,-3.969368,-2.2395213
common_voice_pt_21751630.wav,405,39.01744507314325,0.5506819108276629,-1.651990753600032,0.0,0.0,50.64215263239213,0.0,121.20181421340786,0.0,101.80563997137097,101.80563997137097,1,-376.20703,66.30479,-1.9159122,19.055983,12.8470125,4.191553,-4.4949517,-5.571815,-12.817325,-2.2742946,-10.595214,-5.292504,-1.5352086,-4.2847414,-4.5286345,4.701366,-6.586247,-1.3749597,-3.9291093,-4.6971555
common_voice_pt_20560487.wav,440,69.21695449619065,0.6352851776092666,-0.5201803666198241,0.0,0.0,80.64947064477329,0.0,345.3991131683674,0.0,143.88589524034367,143.88589524034367,1,-329.24472,98.41791,-4.2262435,61.31802,-22.88402,-13.87749,-6.6700187,2.757414,-1.515983,-3.0548878,-19.857864,-3.7988539,3.3872545,-3.6878347,13.538407,-0.19352548,2.2643936,-2.102122,-0.71736425,1.6592451
common_voice_pt_20433459.wav,251,49.14451053122547,0.8411347726640428,-1.1879259764388397,0.0,0.0,72.17698008068767,0.0,186.57374868662015,0.0,131.11571280657444,131.11571280657444,1,-392.6828,57.757465,-14.425638,31.885351,2.2629874,-3.8582935,-9.520617,-1.9918473,-12.195873,-3.3550622,-0.90218693,-11.132824,-0.83090633,-6.490356,1.080653,-1.337604,-2.1783106,-0.9551637,-0.8517189,-3.0848799
common_voice_pt_20437270.wav,335,44.85087209326908,1.4549986081345536,2.819381179434946,0.0,0.0,69.400200402366,0.0,411.5182326801507,0.0,120.18870908476433,120.18870908476433,1,-367.8015,75.14153,-7.390386,25.23156,-0.42506889,-8.982979,-10.854233,-5.597724,-5.643931,-5.7985506,-6.483919,-8.865208,0.15866151,-4.9141374,-0.94534343,3.582384,-3.202057,-3.6922193,2.8230667,-4.017373
common_voice_pt_19455680.wav,546,53.701380706651456,0.3661881617108767,-1.6604621614450807,0.0,0.0,61.50083720430597,0.0,166.99567059716034,0.0,114.54776790595206,114.54776790595206,1,-287.11282,86.40695,-55.383495,55.183365,-27.15784,-1.5160587,-13.326136,-16.574049,-20.718552,-15.015905,-7.3002954,-14.087771,-1.1728867,-16.185434,-1.9875886,-6.403762,-8.963803,-4.3538585,-0.06701831,4.129289
common_voice_pt_20064325.wav,328,22.756168052860087,1.5666581616572235,0.7534942964694054,0.0,0.0,44.86335543744627,0.0,157.09998939119774,0.0,0.0,0.0,1,-388.65576,74.219215,30.25882,27.707872,22.578302,14.377556,10.631343,2.8581138,-8.90125,-1.4483143,-6.181963,-1.310642,0.46884704,2.3917837,0.19912186,5.228963,0.37288412,-2.155568,-2.0443034,-0.7728729
common_voice_pt_20467285.wav,352,57.128040753643056,0.4105343607842694,-1.6713483804477804,0.0,0.0,67.50220847660977,0.0,200.42582760221535,0.0,128.67024511340864,128.67024511340864,1,-420.1244,88.60272,5.587458,49.362953,-37.90932,17.553207,-19.981606,6.6031737,3.1503036,-6.568783,-2.7849824,-12.28909,6.621847,-7.631037,7.728607,-4.135061,-2.847596,-3.3793051,-8.899367,1.6690481
common_voice_pt_20456369.wav,433,60.65030996829271,0.2197084700405501,-1.5875321521673786,0.0,0.0,63.97978516263052,0.0,254.1696000525767,0.0,125.21646578666984,125.21646578666984,1,-368.68088,108.09734,-0.10114555,28.827934,-16.77349,-7.682758,-15.140027,2.3930116,-0.032909576,-4.000331,-4.2550535,-8.760589,-3.296496,-4.08078,2.9160128,-3.8374367,-0.4635872,-5.5340014,-2.0562718,2.9148989
common_voice_pt_19749248.wav,366,43.21249101477952,0.7358157965100532,-1.4171601184308968,0.0,0.0,61.38588155416696,0.0,158.72626796872063,0.0,122.0536173296916,122.0536173296916,1,-323.7946,49.479927,43.1219,24.997385,10.455897,20.32756,-0.33972627,1.4953916,-8.065219,6.8038507,-10.487676,0.40638727,-15.69145,4.4269943,-4.0987496,0.24454756,0.101781845,3.1048474,-0.7911054,6.0650306
common_voice_pt_19338640.wav,342,29.60546071311587,1.0808681410362726,-0.6688402698605356,0.0,0.0,48.121948158048426,0.0,138.151394963922,0.0,88.95687447977471,88.95687447977471,1,-546.6876,107.65404,9.361889,40.70616,-10.082518,-5.894098,-13.123806,-4.7544513,-5.461936,-5.312086,-2.877895,-5.8022943,-1.5865216,-4.5681205,-1.4767091,-4.2459445,-3.9821613,-4.024881,-0.2225231,-3.183841
common_voice_pt_21798120.wav,239,38.74908067584761,1.0189301681092942,-0.7711005871083816,0.0,0.0,60.24408882356716,0.0,161.75816671479595,0.0,86.24065717866523,86.24065717866523,1,-357.59903,65.94085,3.1420283,14.5613165,-0.8914834,-6.3924127,-2.2037523,2.627103,-13.6953335,-1.8504299,-6.0699887,-5.223686,0.012623342,-4.6969323,0.42763487,0.081584655,-5.9930305,-1.7222075,-1.0980518,-4.413859
common_voice_pt_19442122.wav,407,68.24973765998398,1.612582740633734,3.370800027877517,0.0,0.0,84.74708575599684,0.0,404.30939509505833,0.0,117.9152011811414,117.9152011811414,1,-327.5022,89.94421,-24.760489,39.078144,7.556364,-4.779721,-10.724151,-13.971275,-17.304014,-9.848181,-11.481959,-7.2581244,-6.5022974,-13.848539,2.456949,-5.04606,-0.6477854,1.6998286,-3.8166103,-0.35229206
common_voice_pt_20405470.wav,433,97.71133927950888,1.187122067922422,4.19251042861458,122.24385137781292,0.0,83.41362612164556,0.0,503.1233936405443,0.0,132.86102841824467,132.86102841824467,1,-280.91934,128.19395,0.52949804,40.64175,-31.284685,-3.8601675,-20.860786,-1.5753429,-0.4997506,-18.028694,-11.982223,-9.290472,-2.5572333,-6.999209,4.954624,-0.02098366,-1.5149417,-5.797578,-1.1804483,-2.9842274
common_voice_pt_21887344.wav,352,48.25375861798887,0.396965049365853,-1.564023343008226,0.0,0.0,56.21572987388292,0.0,209.1819245427509,0.0,105.85818503809332,105.85818503809332,1,-282.2246,87.03354,16.039673,8.112879,20.182222,-4.5089664,4.759441,7.036122,-13.039745,10.186512,-10.166549,-3.8940253,0.86165226,-0.6173625,-8.253494,6.009501,-9.949916,-2.3780324,1.2733783,-1.9129232
common_voice_pt_21824819.wav,522,60.875377396990594,0.0994588524078075,-1.7678412576693143,92.91406227855568,0.0,61.53900369141397,0.0,225.9716758532968,0.0,120.61610254743168,120.61610254743168,1,-259.0942,94.43099,-1.9460754,28.133976,2.354212,7.1885104,-7.0333266,2.742729,-23.729376,-7.888903,-7.8541355,-16.903912,-1.5566288,0.6428572,-3.8263757,4.5406985,-8.18246,-4.8613887,-1.457765,-11.602582
common_voice_pt_20674023.wav,352,67.9217400001729,1.6830036399922013,5.057016215205323,0.0,0.0,88.7773408195179,0.0,499.766762510602,0.0,139.42768133680227,139.42768133680227,1,-398.72067,93.7174,1.9936221,45.082287,-17.801926,-1.0427086,-16.552597,-3.0998542,-5.71429,-1.1233184,-14.284473,-9.42259,9.965638,-12.889087,4.026329,-0.07529209,-5.4413543,-5.3470616,-3.6958463,-1.311287
common_voice_pt_20647381.wav,534,60.21948016370081,1.636675936017174,3.203622322037413,0.0,0.0,92.04263558599494,0.0,447.4589556429704,0.0,150.6512689209765,150.6512689209765,0,-377.49097,67.36947,11.282119,35.40116,-37.579536,1.95755,-7.07079,4.4791327,-10.801207,-1.8630342,-8.752623,-10.979388,5.042313,-2.8955932,7.295348,-3.5243397,7.991225,1.5897527,-4.6503315,-3.30458
common_voice_pt_21777419.wav,592,45.61861767593257,0.4130281354340517,-1.7795707522743949,0.0,0.0,55.361453623074,0.0,138.9061755135705,0.0,109.79087451220089,109.79087451220089,1,-311.61508,63.206814,10.49638,28.841572,-5.2308154,-6.1451917,-15.550386,-3.2101111,-8.341484,0.9568375,-10.172184,-2.421715,-2.079077,1.0176368,-5.5833774,5.1171417,-8.83004,-1.0017178,2.6651533,-4.6056037
common_voice_pt_21751652.wav,469,33.0761239754886,0.8411403332101196,-1.2391317372230557,0.0,0.0,49.23253631319083,0.0,130.0955050685277,0.0,97.5229595210409,97.5229595210409,1,-329.0455,62.936256,-3.2727735,18.750748,7.3197618,9.455928,-9.180403,-0.34157053,-10.123923,-1.5333703,-11.316838,-9.800901,-3.6187801,0.0013941596,0.5292202,2.3828104,-8.031756,-1.6969495,-4.3813434,-4.937418
common_voice_pt_21737703.wav,330,47.06755772694288,1.102401376897017,-0.5382652496673175,0.0,0.0,75.33975653769508,0.0,212.8522090895436,0.0,120.03332928858228,120.03332928858228,1,-413.68143,52.508034,3.8525288,7.402943,-0.47607762,0.8346461,-3.2268744,-4.794152,-4.150443,0.5158738,-8.292228,1.494513,-2.388852,-2.0409012,-1.6929274,-2.486794,-5.037158,-1.0675818,-2.673016,-1.2595259
common_voice_pt_19416818.wav,191,58.53078616436705,2.041812725944764,7.282446454788049,0.0,0.0,88.19142711110106,0.0,554.9224759915497,0.0,130.90449916067604,130.90449916067604,1,-259.27124,100.23428,-5.2016397,32.450935,13.223495,-2.9152148,6.003954,-2.6784256,-2.1770284,1.9834875,-6.558143,-0.4937766,5.432358,6.3051786,-0.61320007,1.8221266,-6.2883954,0.24701752,-2.705552,2.5088263
common_voice_pt_20523846.wav,364,38.48262750086836,0.5000166889618107,-1.6144867131525202,0.0,0.0,47.7567780657017,0.0,126.6915389179399,0.0,88.18453980881227,88.18453980881227,1,-323.15317,132.95183,-11.196475,4.808877,6.980997,10.426532,-0.1193768,-5.815064,1.9134923,9.344255,-12.633842,-2.6340876,6.517802,-1.7686411,2.9994376,7.839311,1.8183596,0.86923814,-4.282385,8.1203165
